Chemical	Term	GOID	Bonferroni
C123343168	peptidyl-serine phosphorylation	GO:0018105	3.7789209350602704e-07
C123343168	protein phosphorylation	GO:0006468	5.170124025566379e-07
C123343168	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	1.0214857124601906e-06
C123343168	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.9055622872965474e-06
C123343168	cellular response to UV	GO:0034644	2.4363064500265708e-06
C123343168	regulation of cellular response to heat	GO:1900034	1.0245758897742263e-05
C123343168	cellular response to hydrogen peroxide	GO:0070301	2.089541128524885e-05
C123343168	apoptotic process	GO:0006915	2.172148597567869e-05
C123343168	Fc-epsilon receptor signaling pathway	GO:0038095	2.2010671069216947e-05
C123343168	transcription from RNA polymerase II promoter	GO:0006366	2.3994908808111504e-05
C123343168	platelet activation	GO:0030168	3.3756140069951535e-05
C123343168	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	4.140446732692205e-05
C123343168	positive regulation of apoptotic process	GO:0043065	0.00013716648376027596
C123343168	regulation of apoptotic process	GO:0042981	0.00016117142747740232
C123343168	positive regulation of DNA repair	GO:0045739	0.0001660470527501401
C123343168	G2/M transition of mitotic cell cycle	GO:0000086	0.0001801091125493981
C123343168	cell cycle	GO:0007049	0.00019750060770207242
C123343168	positive regulation of gene expression	GO:0010628	0.0002023191320015272
C123343168	cell cycle arrest	GO:0007050	0.0002363309475108544
C123343168	rhythmic process	GO:0048511	0.00031281438353991664
C123343168	negative regulation of cell proliferation	GO:0008285	0.0006866167396234468
C123343168	cellular response to oxidative stress	GO:0034599	0.0010292479626831108
C123343168	protein autophosphorylation	GO:0046777	0.0014975286814082887
C123343168	positive regulation of neuron apoptotic process	GO:0043525	0.001569994014844922
C123343168	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.0017309867859403028
C123343168	protein stabilization	GO:0050821	0.0018409767587287407
C123343168	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.002588104863431307
C123343168	positive regulation of cell proliferation	GO:0008284	0.005216525082454515
C123343168	membrane organization	GO:0061024	0.007480039225727597
C123343168	regulation of signal transduction by p53 class mediator	GO:1901796	0.009018631131340049
C111988499	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	5.6714411746025905e-42
C111988499	positive regulation of transcription, DNA-templated	GO:0045893	1.5753196569600703e-30
C111988499	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.508862931907669e-24
C111988499	negative regulation of transcription, DNA-templated	GO:0045892	2.6943381649053263e-18
C111988499	transcription from RNA polymerase II promoter	GO:0006366	2.0328183580886614e-13
C111988499	response to drug	GO:0042493	1.0164091790443308e-12
C111988499	stimulatory C-type lectin receptor signaling pathway	GO:0002223	5.732547769810025e-11
C111988499	viral process	GO:0016032	1.6852064188555005e-10
C111988499	Fc-epsilon receptor signaling pathway	GO:0038095	3.218967870033396e-09
C111988499	negative regulation of cell proliferation	GO:0008285	1.9408129769971083e-08
C111988499	regulation of signal transduction by p53 class mediator	GO:1901796	2.419010864951332e-07
C111988499	cellular response to DNA damage stimulus	GO:0006974	3.799027801232313e-07
C111988499	negative regulation of apoptotic process	GO:0043066	1.6034167202860772e-06
C111988499	cellular response to hydrogen peroxide	GO:0070301	2.2163261412799784e-06
C111988499	transcription, DNA-templated	GO:0006351	2.45159667111583e-06
C111988499	stress-activated MAPK cascade	GO:0051403	2.9431107000377214e-06
C111988499	positive regulation of apoptotic process	GO:0043065	3.3772715588575863e-06
C111988499	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	3.997874283290237e-06
C111988499	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	4.429116383319887e-06
C111988499	regulation of cell cycle	GO:0051726	4.474486857586335e-06
C111988499	aging	GO:0007568	5.1834820979923535e-06
C111988499	apoptotic process	GO:0006915	6.413650853964724e-06
C111988499	response to cAMP	GO:0051591	1.404929184345427e-05
C111988499	cell cycle arrest	GO:0007050	1.5622424361816378e-05
C111988499	regulation of cell proliferation	GO:0042127	1.7236893292804645e-05
C111988499	T cell receptor signaling pathway	GO:0050852	2.4925529690245085e-05
C111988499	cellular response to insulin stimulus	GO:0032869	2.567904021577583e-05
C111988499	regulation of transcription, DNA-templated	GO:0006355	2.709006435419603e-05
C111988499	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	3.088316831101334e-05
C111988499	protein sumoylation	GO:0016925	4.441476888394913e-05
C111988499	rhythmic process	GO:0048511	4.477040558203971e-05
C111988499	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	4.518122478658349e-05
C111988499	negative regulation of canonical Wnt signaling pathway	GO:0090090	6.276766327384387e-05
C111988499	peptidyl-serine phosphorylation	GO:0018105	7.917193348938589e-05
C111988499	protein phosphorylation	GO:0006468	9.443585144619517e-05
C111988499	I-kappaB kinase/NF-kappaB signaling	GO:0007249	9.491623556823205e-05
C111988499	transforming growth factor beta receptor signaling pathway	GO:0007179	0.00010582138175108112
C111988499	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.00013566362305095225
C111988499	positive regulation of neuron apoptotic process	GO:0043525	0.00029844227808562
C111988499	cellular response to UV	GO:0034644	0.00034395397046482756
C111988499	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.000424049715291197
C111988499	positive regulation of cell proliferation	GO:0008284	0.000825158986316965
C111988499	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	0.0009384066398656633
C111988499	response to cytokine	GO:0034097	0.0009554703460683544
C111988499	response to mechanical stimulus	GO:0009612	0.0020458550153124033
C111988499	positive regulation of epithelial to mesenchymal transition	GO:0010718	0.0022135683777225745
C111988499	negative regulation of gene expression	GO:0010629	0.0022951234011506787
C111988499	positive regulation of histone H3-K4 methylation	GO:0051571	0.0042945304548066545
C111988499	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0045186628677577065
C111988499	transcription initiation from RNA polymerase II promoter	GO:0006367	0.005006538860160782
C111988499	positive regulation of gene expression	GO:0010628	0.005023364498059957
C111988499	fat cell differentiation	GO:0045444	0.007224040981324342
C111988499	Notch signaling pathway	GO:0007219	0.008284070155857306
C111988499	cellular response to peptide hormone stimulus	GO:0071375	0.008608262972105707
C111988499	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.009821586888659306
C42978665	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.3815685439021116e-36
C42978665	positive regulation of transcription, DNA-templated	GO:0045893	2.6879933413262383e-22
C42978665	negative regulation of apoptotic process	GO:0043066	4.4472149645750855e-17
C42978665	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.6508482414790824e-15
C42978665	viral process	GO:0016032	9.868381142999479e-15
C42978665	positive regulation of gene expression	GO:0010628	2.254862963013693e-13
C42978665	positive regulation of cell proliferation	GO:0008284	1.6460499629999962e-11
C42978665	negative regulation of transcription, DNA-templated	GO:0045892	7.486145037205459e-11
C42978665	peptidyl-tyrosine phosphorylation	GO:0018108	2.748677951913692e-10
C42978665	transcription from RNA polymerase II promoter	GO:0006366	1.1914695896564353e-09
C42978665	beta-catenin-TCF complex assembly	GO:1904837	2.273104782180013e-08
C42978665	Fc-epsilon receptor signaling pathway	GO:0038095	3.852839169926625e-08
C42978665	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	3.964297046188392e-08
C42978665	positive regulation of cell migration	GO:0030335	6.028646537536986e-08
C42978665	transforming growth factor beta receptor signaling pathway	GO:0007179	6.549632591834609e-08
C42978665	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	8.59256082952342e-08
C42978665	positive regulation of epithelial to mesenchymal transition	GO:0010718	9.245095566878805e-08
C42978665	vascular endothelial growth factor receptor signaling pathway	GO:0048010	1.1633784391396065e-07
C42978665	positive regulation of protein phosphorylation	GO:0001934	1.3394245879094768e-07
C42978665	regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	2.638187064363251e-07
C42978665	epidermal growth factor receptor signaling pathway	GO:0007173	2.8356972214815807e-07
C42978665	regulation of transcription from RNA polymerase II promoter	GO:0006357	2.322086978145954e-06
C42978665	negative regulation of cell proliferation	GO:0008285	3.2922040956728793e-06
C42978665	protein phosphorylation	GO:0006468	3.944948259393399e-06
C42978665	response to drug	GO:0042493	4.983640385813891e-06
C42978665	cellular response to insulin stimulus	GO:0032869	5.3572471503393615e-06
C42978665	regulation of cell proliferation	GO:0042127	1.0432531578286051e-05
C42978665	ERBB2 signaling pathway	GO:0038128	1.2637884342803218e-05
C42978665	positive regulation of angiogenesis	GO:0045766	1.2653399858675309e-05
C42978665	inflammatory response	GO:0006954	1.3176519509383587e-05
C42978665	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	3.314920570562929e-05
C42978665	aging	GO:0007568	3.5330628887719755e-05
C42978665	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	3.863754864097402e-05
C42978665	positive regulation of NF-kappaB transcription factor activity	GO:0051092	5.168655574505632e-05
C42978665	response to hypoxia	GO:0001666	5.4379161342210665e-05
C42978665	protein autophosphorylation	GO:0046777	5.4379161342210665e-05
C42978665	cellular response to mechanical stimulus	GO:0071260	5.709258712427445e-05
C42978665	phosphatidylinositol-mediated signaling	GO:0048015	9.243871472175423e-05
C42978665	T cell receptor signaling pathway	GO:0050852	0.0001431802581152164
C42978665	membrane organization	GO:0061024	0.00014398448725172486
C42978665	epithelial to mesenchymal transition	GO:0001837	0.00021131618241521102
C42978665	positive regulation of blood vessel endothelial cell migration	GO:0043536	0.0003018903909147719
C42978665	regulation of signal transduction by p53 class mediator	GO:1901796	0.00036044830659276434
C42978665	cellular response to DNA damage stimulus	GO:0006974	0.0003792763495097384
C42978665	peptidyl-serine phosphorylation	GO:0018105	0.00038620311238790617
C42978665	cellular response to peptide hormone stimulus	GO:0071375	0.00040030613257857617
C42978665	MAPK cascade	GO:0000165	0.0004878740020912709
C42978665	phosphatidylinositol phosphorylation	GO:0046854	0.0005241412546372891
C42978665	peptidyl-tyrosine autophosphorylation	GO:0038083	0.0005831691452186094
C42978665	cellular response to hypoxia	GO:0071456	0.0006172967713028442
C42978665	cellular response to vascular endothelial growth factor stimulus	GO:0035924	0.0008544769089721128
C42978665	positive regulation of endothelial cell proliferation	GO:0001938	0.0009068151150820604
C42978665	positive regulation of neuron apoptotic process	GO:0043525	0.0009107473611779103
C42978665	heart development	GO:0007507	0.001040190445875333
C42978665	transcription, DNA-templated	GO:0006351	0.0011072021563950374
C42978665	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.0012330112798915052
C42978665	in utero embryonic development	GO:0001701	0.0012688796203860207
C42978665	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	0.0013341887786023632
C42978665	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.0015682424469443126
C42978665	signal transduction	GO:0007165	0.0018012262871106575
C42978665	PML body organization	GO:0030578	0.00252635349837127
C42978665	regulation of binding	GO:0051098	0.00252635349837127
C42978665	positive regulation of type I interferon production	GO:0032481	0.002571116623686587
C42978665	canonical Wnt signaling pathway	GO:0060070	0.003221456318768801
C42978665	positive regulation of fibroblast proliferation	GO:0048146	0.0036242613667417656
C42978665	rhythmic process	GO:0048511	0.0036242613667417656
C42978665	response to lipopolysaccharide	GO:0032496	0.0038195547409126673
C42978665	regulation of apoptotic process	GO:0042981	0.004139212812327653
C42978665	negative regulation of protein catabolic process	GO:0042177	0.004858629911869915
