Q8TBF5	PIGX
Q9GZR5	ELOVL4
Q16790	CA9
P15088	CPA3
Q16795	NDUFA9
O14910	LIN7A
P15085	CPA1
Q16798	ME3
Q16799	RTN1
O43345	ZNF208
O43347	MSI1
O14917	PCDH17
Q96FK6	WDR89
Q7Z7D3	VTCN1
P25786	PSMA1
P25787	PSMA2
P25788	PSMA3
P25789	PSMA4
O60225	SSX5
O60224	SSX4
P81133	SIM1
Q5TA81	LCE2C
O60220	TIMM8A
Q5TA82	LCE2D
Q53HV7	SMUG1
O60229	KALRN
Q9NR20	DYRK4
Q8IZH2	XRN1
Q6MZN7	HCP5
P30279	CCND2
Q9H1D0	TRPV6
Q6PIZ9	TRAT1
Q75T13	PGAP1
Q96MR9	ZNF560
A6NIM6	SLC15A5
P67936	TPM4
Q7Z2V1	C16orf82
Q9UNG2	TNFSF18
Q5VX52	SPATA1
P11413	G6PD
Q9BUT1	BDH2
Q9NV66	TYW1
P63220	RPS21
P11142	HSPA8
Q9BUT9	MCRIP2
Q86SX3	C14orf80
Q17RF5	C4orf26
Q9C0A0	CNTNAP4
Q86SX6	GLRX5
Q5TB30	DEPDC1
Q16134	ETFDH
P15812	CD1E
Q8NH92	OR1S1
Q8TBB1	LNX1
Q8TBB0	THAP6
Q8NH93	OR1L3
Q8TBB5	KLHDC4
P80404	ABAT
Q8TBB6	SLC7A14
Q15532	SS18
Q96GK7	FAHD2A
Q76EJ3	SLC35D2
P50876	RNF144A
P24278	ZBTB25
Q8WTV0	SCARB1
P01848	TRAC
Q7Z591	AKNA
Q13568	IRF5
Q13569	TDG
O95777	LSM8
Q13564	NAE1
Q13562	NEUROD1
O95772	STARD3NL
Q13561	DCTN2
Q52M93	ZNF585B
P47804	RGR
Q9BY07	SLC4A5
Q9BWJ5	SF3B5
Q9BY08	EBPL
Q9BWJ2	RHPN1-AS1
Q8NE62	CHDH
Q8NE63	HIPK4
Q6PCB0	VWA1
Q9Y276	BCS1L
Q9BYU1	PBX4
Q9UBA6	C6orf48
Q68DI1	ZNF776
Q9Y277	VDAC3
A3KMH1	VWA8
P01909	HLA-DQA1
Q9Y279	VSIG4
P01906	HLA-DQA2
O00204	SULT2B1
P01903	HLA-DRA
Q8NBF1	GLIS1
Q9H2M3	BHMT2
Q6P2H8	TMEM53
Q9H2M9	RAB3GAP2
P08887	IL6R
Q9P2W3	GNG13
A9YTQ3	AHRR
Q9NV06	DCAF13
O95302	FKBP9
Q9BYK8	HELZ2
Q9H210	OR2D2
Q8N9I9	DTX3
Q96C92	SDCCAG3
Q96AQ8	MCUR1
Q96AQ9	FAM131C
Q8IYN2	TCEAL8
Q9UQ49	NEU3
Q7Z333	SETX
Q7L3V2	BOP
O00161	SNAP23
Q96AQ1	CCDC74A
Q9Y5T4	DNAJC15
P17612	PRKACA
O95361	TRIM16
Q96AQ6	PBXIP1
O95363	FARS2
Q6ZVN8	HFE2
Q9Y625	GPC6
Q9Y624	F11R
Q9Y623	MYH4
Q9BV73	CEP250
Q16627	CCL14
Q08708	CD300C
P21145	MAL
O15294	OGT
P24311	COX7B
O15296	ALOX15B
O15297	PPM1D
Q9NQN1	OR2S2
P15313	ATP6V1B1
Q12968	NFATC3
Q00577	PURA
Q6IMN6	CAPRIN2
Q12965	MYO1E
P60866	RPS20
Q12967	RALGDS
Q9NXV2	KCTD5
Q12962	TAF10
Q96CW5	TUBGCP3
Q9P253	VPS18
P62841	RPS15
Q9P255	ZNF492
P62847	RPS24
Q6NZ67	MZT2B
Q01629	IFITM2
A4QPB2	LRP5L
Q9P258	RCC2
Q01151	CD83
P25800	LMO1
Q13239	SLA
P09228	CST2
Q06455	RUNX1T1
Q5W150	Q5W150
Q6ZW61	BBS12
A1E959	ODAM
Q9Y6Y0	IVNS1ABP
Q9Y6Y1	CAMTA1
Q4G0M1	ERFE
Q9BXF6	RAB11FIP5
Q70IA6	MOB2
P00505	GOT2
Q9Y6Y9	LY96
Q53RD9	FBLN7
O00499	BIN1
Q9GZM8	NDEL1
Q9UKV8	AGO2
O95947	TBX6
O95948	ONECUT2
Q9GZM5	YIPF3
P01270	PTH
Q9UKV5	AMFR
Q9UKV3	ACIN1
Q9UKV0	HDAC9
P01275	GCG
P35354	PTGS2
P60568	IL2
Q9Y6J6	KCNE2
P35609	ACTN2
P42566	EPS15
O76082	SLC22A5
O76083	PDE9A
O76080	ZFAND5
O76081	RGS20
Q13045	FLII
Q7Z353	HDX
Q6P1M0	SLC27A4
Q6P1M3	LLGL2
P42568	MLLT3
O60885	BRD4
Q9BT73	PSMG3
P39060	COL18A1
Q9NPY3	CD93
P11908	PRPS2
Q9Y6J0	CABIN1
Q9UPY3	DICER1
Q5NE16	CTSL3P
Q9BXF9	TEKT3
O00167	EYA2
Q92569	PIK3R3
Q6ZMZ0	RNF19B
Q7Z5A9	FAM19A1
Q9H4T2	ZSCAN16
Q92561	PHYHIP
Q92560	BAP1
Q05707	COL14A1
Q92562	FIG4
Q92565	RAPGEF5
Q7Z5A7	FAM19A5
Q92567	FAM168A
P57086	SCAND1
Q9HAT0	ROPN1
P52564	MAP2K6
P52565	ARHGDIA
P42695	NCAPD3
P42694	HELZ
P57081	WDR4
Q9HAT8	PELI2
O60641	SNAP91
Q53FZ2	ACSM3
P57088	TMEM33
P52569	SLC7A2
Q9BQ15	NABP2
Q8N823	ZNF611
Q7Z5V6	PPP1R32
P20366	TAC1
Q96HE9	PRR11
Q15762	CD226
Q5VZP5	DUSP27
Q8WU76	SCFD2
Q8WU79	SMAP2
Q96HE7	ERO1A
P10916	MYL2
Q8NES3	LFNG
P54219	SLC18A1
Q9H251	CDH23
Q9H252	KCNH6
Q9H255	OR51E2
Q9H254	SPTBN4
Q9H257	CARD9
P08319	ADH4
Q8TED9	AFAP1L1
P21127	CDK11B
Q8N9Z0	ZNF610
Q8N9Z2	CCDC71L
P08670	VIM
Q8TED0	UTP15
Q8TED1	GPX8
Q7Z6R9	TFAP2D
P14635	CCNB1
Q8NE86	MCU
P07992	ERCC1
O43598	DNPH1
P07996	THBS1
P07998	RNASE1
P56975	NRG3
O43597	SPRY2
O43592	XPOT
O43593	HR
P40121	CAPG
O95563	MPC2
P40123	CAP2
O95561	C1orf105
O95567	C22orf31
P40126	DCT
Q9Y283	INVS
O95568	METTL18
Q8WUB8	PHF10
Q96BP2	CHCHD1
Q96BP3	PPWD1
Q9BQC3	DPH2
Q86X52	CHSY1
Q12908	SLC10A2
Q9BQC6	MRPL57
Q86X55	CARM1
Q71F23	CENPU
Q86X59	C17orf82
Q52LJ0	FAM98B
Q9NYI0	PSD3
Q99558	MAP3K14
Q6IEY1	OR4F29
Q2QL34	MPV17L
Q99551	MTERF1
Q99550	MPHOSPH9
Q3KRB8	ARHGAP11B
Q9NXL2	ARHGEF38
Q96RQ9	IL4I1
Q92876	KLK6
Q76N89	HECW1
Q96RQ3	MCCC1
Q96RQ1	ERGIC2
Q9C029	TRIM7
Q8N3U4	STAG2
Q9NQP4	PFDN4
P40879	SLC26A3
Q9HCE5	METTL14
P40692	MLH1
P33778	HIST1H2BB
Q9Y5E9	PCDHB14
Q9NX36	DNAJC28
Q8IUI8	CRLF3
Q02161	RHD
Q9NX31	OSER1
Q9Y5E1	PCDHB9
Q9UEW3	MARCO
Q9Y5E3	PCDHB6
Q9Y5E2	PCDHB7
Q9Y5E5	PCDHB4
Q9Y5E4	PCDHB5
Q9Y5E7	PCDHB2
Q9Y5E6	PCDHB3
Q13177	PAK2
P07333	CSF1R
P07332	FES
P07339	CTSD
Q9HBW1	LRRC4
A4QPH2	PI4KAP2
O43745	CHP2
P61764	STXBP1
Q8N961	ABTB2
P23515	OMG
P61769	B2M
Q8NI77	KIF18A
Q49A33	ZNF876P
Q9BRC7	PLCD4
Q86WJ1	CHD1L
Q96MU8	KREMEN1
Q9H6N6	MYH16
P10606	COX5B
Q96PM5	RCHY1
Q9NZI2	KCNIP1
Q9NZI7	UBP1
Q9NZI6	TFCP2L1
Q9NZI5	GRHL1
Q9HD15	SRA1
Q9NZI8	IGF2BP1
A6NNF4	ZNF726
P62070	RRAS2
A6NER0	TBC1D3F
Q0WX57	USP17L28
P58753	TIRAP
P62079	TSPAN5
O14764	GABRD
O14763	TNFRSF10B
Q96L11	C7orf34
P55103	INHBC
Q96L12	CALR3
Q96L14	CEP170P1
P55107	GDF10
Q9UJV9	DDX41
Q9UJV8	PURG
D3W0D1	KLRF2
P10147	CCL3
Q9HBR0	SLC38A10
Q2TAK8	MUM1
P04798	CYP1A1
Q8N2E2	VWDE
Q9BQG2	NUDT12
Q06643	LTB
Q92791	P3H4
Q6YI46	TMEM64
Q9NUM3	SLC39A9
Q9NUM4	TMEM106B
Q8NCN2	ZBTB34
P80098	CCL7
Q8NCN4	RNF169
Q8NCN5	PDPR
Q4VC31	CCDC58
Q96PS8	AQP10
P52823	STC1
P04792	HSPB1
Q9P209	CEP72
Q9UM13	ANAPC10
P52824	DGKQ
Q969Q5	RAB24
Q9ULD9	ZNF608
Q96C28	ZNF707
Q96TA1	FAM129B
Q96TA0	PCDHB18P
Q9ULD5	ZNF777
Q96C24	SYTL4
Q96C23	GALM
Q9ULD2	MTUS1
Q9P2R6	RERE
Q9ULD0	OGDHL
Q9NTW7	ZFP64
Q9Y3B6	EMC9
Q6ISS4	LAIR2
Q6P3X3	TTC27
P55201	BRPF1
Q9UK85	DKKL1
Q5BIV9	SPRN
P51153	RAB13
P35030	PRSS3
P51157	RAB28
Q9BTU6	PI4K2A
Q9Y2P8	RCL1
O60858	TRIM13
Q9Y2P0	ZNF835
O14523	C2CD2L
O60583	CCNT2
Q9Y2P5	SLC27A5
Q9Y2P4	SLC27A6
Q9Y2P7	ZNF256
Q9UMX2	OAZ3
Q9UMX3	BOK
Q9UMX0	UBQLN1
Q04864	REL
Q9UMX6	GUCA1B
P17735	TAT
Q9UMX5	NENF
Q8N8U2	CDYL2
Q9UMX9	SLC45A2
Q13795	ARFRP1
Q13794	PMAIP1
Q13797	ITGA9
P18848	ATF4
Q96NL8	C8orf37
Q7Z7G0	ABI3BP
Q96EX3	WDR34
Q96EX2	RNFT2
Q96NL6	SCLT1
Q8IZM8	ZNF654
A4D0V7	CPED1
P18846	ATF1
Q96NL3	ZNF599
Q9Y478	PRKAB1
Q9NVU0	POLR3E
P02462	COL4A1
Q8NBD8	TMEM229B
Q00722	PLCB2
P02461	COL3A1
Q5BKX5	C19orf54
Q9Y473	ZNF175
P78406	RAE1
P23141	CES1
P23142	FBLN1
Q9Y3L3	SH3BP1
Q15054	POLD3
P17655	CAPN2
Q69YG0	TMEM42
P05204	HMGN2
Q9NWS0	PIH1D1
P14384	CPM
Q96S94	CCNL2
P17658	KCNA6
Q9UM54	MYO6
O00548	DLL1
P01042	KNG1
Q15029	EFTUD2
Q6PJ69	TRIM65
Q15025	TNIP1
Q15024	EXOSC7
Q15027	ACAP1
O00541	PES1
Q7L0X2	ERICH6
Q15020	SART3
Q7L0X0	TRIL
Q15022	SUZ12
Q86V85	GPR180
Q9Y2H9	MAST1
Q86V87	FAM160B2
Q9H7H0	METTL17
Q86V81	ALYREF
Q9UP38	FZD1
O15173	PGRMC2
Q15053	KIAA0040
Q86V88	MDP1
P09693	CD3G
Q8TE23	TAS1R2
Q8NGJ8	OR51S1
Q8NGJ9	OR51T1
P52758	HRSP12
Q9Y4J8	DTNA
O15105	SMAD7
Q8NGJ2	OR52H1
Q96A83	COL26A1
Q9BXN2	CLEC7A
Q8NGJ1	OR4D6
Q8NGJ6	OR51A4
Q8TCG2	PI4K2B
Q8NGJ4	OR52E2
Q8NGJ5	OR51L1
P52179	MYOM1
Q2M2E3	ODF4
Q8WW22	DNAJA4
Q9P1Z3	HCN3
Q96R27	OR2M4
A6NDB9	PALM3
Q9P1Z0	ZBTB4
Q86XZ4	SPATS2
Q96R28	OR2M2
Q9P1Z9	CCDC180
Q8TEW6	DOK4
Q9H7C4	SYNC
P62987	UBA52
P34741	SDC2
Q7L4I2	RSRC2
Q99819	ARHGDIG
Q9BVG4	PBDC1
Q92952	KCNN1
Q8IY57	YAF2
Q92954	PRG4
Q9H2R5	KLK15
Q9BVG3	TRIM62
Q86U38	NOP9
Q92959	SLCO2A1
Q92777	SYN2
Q9BVG9	PTDSS2
Q9BVG8	KIFC3
Q92772	CDKL2
Q99961	SH3GL1
Q99962	SH3GL2
Q99963	SH3GL3
Q99965	ADAM2
Q99966	CITED1
Q99967	CITED2
Q99784	OLFM1
Q99969	RARRES2
Q6UX53	METTL7B
P42224	STAT1
Q7Z4P5	GDF7
P42226	STAT6
Q9UI42	CPA4
Q9UI43	MRM2
Q5JW98	FAM26D
Q9UI46	DNAI1
Q9UI47	CTNNA3
Q01453	PMP22
P22234	PAICS
Q01459	CTBS
Q13641	TPBG
Q9BUZ4	TRAF4
P04150	NR3C1
Q96S52	PIGS
P26439	HSD3B2
Q96JH8	RADIL
P04155	TFF1
P04156	PRNP
Q6PCD5	RFWD3
P26927	MST1
Q6UWW9	TMEM207
P26436	ACRV1
O75683	SURF6
P49903	SEPHS1
Q9H089	LSG1
P21964	COMT
Q8N4B4	FBXO39
O75689	ADAP1
O75688	PPM1B
P0C5Z0	H2AFB3
Q9H081	MIS12
Q9H082	RAB33B
Q9H8E8	KAT14
Q8N587	ZNF561
Q8N584	TTC39C
A6NFN3	RBFOX3
P19404	NDUFV2
P0CJ70	MTRNR2L3
P17643	TYRP1
P02808	STATH
Q6NUM9	RETSAT
Q9UIY3	RWDD2A
Q68CQ7	GLT8D1
Q6NV75	GPR153
Q68CQ4	DIEXF
Q6NUM6	TYW1B
Q8N6R1	SERP2
Q8N6R0	METTL13
Q9H3T3	SEMA6B
Q9H3T2	SEMA6C
Q02543	RPL18A
Q8WY64	MYLIP
Q9NRU3	CNNM1
Q6ZWK4	C1orf186
P49190	PTH2R
P54687	BCAT1
Q86YL7	PDPN
P15311	EZR
Q96E09	FAM122A
O14972	DSCR3
Q6Q0C0	TRAF7
O43361	ZNF749
O14976	GAK
O14977	AZIN1
O14974	PPP1R12A
O43364	HOXA2
O14978	ZNF263
O14979	HNRNPDL
Q9NUP7	TRMT13
Q5TID7	CCDC181
Q96MU5	C17orf77
Q9GZP9	DERL2
Q9GZP8	IMUP
P09848	LCT
P33240	CSTF2
Q9GZP4	PITHD1
C9JR72	KBTBD13
Q9GZP1	NRSN2
Q9GZP0	PDGFD
Q7Z7B1	PIGW
P49448	GLUD2
O75027	ABCB7
Q05513	PRKCZ
Q8IZV2	CMTM8
Q5GH76	XKR4
Q05516	ZBTB16
O75022	LILRB3
P49441	INPP1
Q05519	SRSF11
Q96FI4	NEIL1
Q6TFL3	CCDC171
P49447	CYB561
Q8TD57	DNAH3
Q86Y91	KIF18B
Q9HCU5	PREB
P11387	TOP1
Q8IWZ6	BBS7
Q8IWZ5	TRIM42
Q8IWZ8	SUGP1
Q9HCU8	POLD4
Q9H1M0	NUP62CL
A6NH00	OR2T8
O00187	MASP2
O75339	CILP
A8MW95	BECN2
A8MW92	PHF20L1
Q96PP8	GBP5
Q96PP4	TSGA13
Q3SY52	ZIK1
Q96NY7	CLIC6
Q3SY56	SP6
Q9UNA3	A4GNT
Q9UNA0	ADAMTS5
Q9UNA1	ARHGAP26
Q9UNA4	POLI
P23434	GCSH
P61371	ISL1
Q96MP5	ZSWIM3
P23435	CBLN1
Q13405	MRPL49
P59544	TAS2R50
P59541	TAS2R30
P59540	TAS2R46
P59543	TAS2R20
P59542	TAS2R19
Q5TFE4	NT5DC1
Q7Z2X7	PAGE2
Q7Z2X4	PID1
Q13409	DYNC1I2
P05787	KRT8
Q9HAK2	EBF2
Q53QW1	C2orf57
P05783	KRT18
P11169	SLC2A3
P63208	SKP1
P11166	SLC2A1
Q7Z7N9	TMEM179B
P11161	EGR2
O96011	PEX11B
Q9NQ69	LHX9
P14868	DARS
Q8NGX8	OR6Y1
Q8TC41	RNF217
O43148	RNMT
Q8NGX9	OR6P1
P01861	IGHG4
P01860	IGHG3
Q5XLA6	CARD17
P78383	SLC35B1
Q96GE6	CALML4
P50851	LRBA
P25311	AZGP1
Q96GE5	ZNF799
Q6P1K1	SLC48A1
O95718	ESRRB
Q8NHR7	TERB2
Q8NHR9	PFN4
Q13541	EIF4EBP1
Q13542	EIF4EBP2
O95715	CXCL14
O95714	HERC2
Q13546	RIPK1
Q13547	HDAC1
Q494R0	FBXL19-AS1
Q9NY91	SLC5A4
Q9NY93	DDX56
Q494R4	CCDC153
Q9NY97	B3GNT2
P47869	GABRA2
Q5T751	LCE1C
Q5T752	LCE1D
Q5T753	LCE1E
Q5T754	LCE1F
Q9NVM1	EVA1B
O60760	HPGDS
O00222	GRM8
O00221	NFKBIE
P55317	FOXA1
Q6UXS0	CLEC19A
Q96J02	ITCH
Q9UBC0	ONECUT1
Q9UBC1	NFKBIL1
Q9UBC2	EPS15L1
Q9UBC3	DNMT3B
P55318	FOXA3
Q9UBC5	MYO1A
P50148	GNAQ
Q9NVM6	DNAJC17
Q8IY84	NIM1K
Q96N77	ZNF641
Q96BM9	ARL8A
Q13895	BYSL
Q9NVM4	PRMT7
Q96BM1	ANKRD9
Q9H2W6	MRPL46
P33908	MAN1A1
Q8IY81	FTSJ3
P0C645	OR4E1
Q6ZS10	CLEC17A
Q9BVX2	TMEM106C
Q86U86	PBRM1
Q9P1P4	TAAR3
Q674R7	ATG9B
Q9NQ92	COPRS
Q6IED9	DGAT2L7P
Q9NV64	TMEM39A
Q6V9R5	ZNF562
P18433	PTPRA
Q96AW1	VOPP1
Q2M3G4	SHROOM1
P21802	FGFR2
Q5QJ74	TBCEL
Q12955	ANK3
Q96SW2	CRBN
Q9H6R4	NOL6
Q6K0P9	PYHIN1
Q6ZVL6	KIAA1549L
P10412	HIST1H1E
O15062	ZBTB5
Q9H6R6	ZDHHC6
Q12947	FOXF2
Q86XK3	SFR1
Q9H6R7	WDCP
P35998	PSMC2
Q29940	HLA-B
Q9BV57	ADI1
Q86WN2	IFNE
Q86UE3	ZNF546
Q5T0W9	FAM83B
Q86UE4	MTDH
Q08722	CD47
P48551	IFNAR2
Q9NQL9	DMRT3
P48552	NRIP1
Q9NQL2	RRAGD
Q9H6R3	ACSS3
Q5SZK8	FREM2
Q9P278	FNIP2
P0DOY2	P0DOY2
P0DOY3	P0DOY3
P01782	IGHV3-9
Q9P272	KIAA1456
P01780	IGHV3-7
Q9UIF7	MUTYH
P62861	FAU
Q9P275	USP36
Q9UIF3	TEKT2
P51813	BMX
P51812	RPS6KA3
P51811	XK
P51810	GPR143
P51817	PRKX
A0JLT2	MED19
P51814	ZNF41
Q969M7	UBE2F
Q86WW8	COA5
Q969M2	GJA10
Q969M3	YIPF5
P02787	TF
P02786	TFRC
O60447	EVI5
Q8TAF7	ZNF461
Q9BZY9	TRIM31
P01742	IGHV1-69
Q8TAF8	LHFPL5
O95741	CPNE6
O43567	RNF13
P01743	IGHV1-46
O14498	ISLR
O43566	RGS14
Q8TDV0	GPR151
P39880	CUX1
P07550	ADRB2
O14493	CLDN4
O14492	SH2B2
O14495	PLPP3
O14494	PLPP1
O14497	ARID1A
Q9UKT8	FBXW2
Q9UKT9	IKZF3
Q9HC62	SENP2
P09067	HOXB5
O95922	TTLL1
P07098	LIPF
Q8N1B3	FAM58A
Q9UKT4	FBXO5
Q9UKT5	FBXO4
Q9H1I8	ASCC2
Q9UKT7	FBXL3
P0C869	PLA2G4B
Q8NFW5	DMBX1
P35372	OPRM1
Q8NFW1	COL22A1
Q86TI0	TBC1D1
P0C860	MSL3P1
Q86TI2	DPP9
P0C862	C1QTNF9
Q8NFW8	CMAS
Q8NFW9	MYRIP
P62304	SNRPE
Q9NRR8	CDC42SE1
E7ETH6	ZNF587B
Q562F6	SGO2
Q9NRR3	CDC42SE2
P23083	IGHV1-2
Q9NRR6	INPP5E
Q9NRR4	DROSHA
Q9NRR5	UBQLN4
P28370	SMARCA1
Q5JR12	PPM1J
P39086	GRIK1
P32971	TNFSF8
P32970	CD70
Q5JTW2	CEP78
P43630	KIR3DL2
P43631	KIR2DS2
Q92541	RTF1
Q92540	SMG7
Q92547	TOPBP1
Q92546	RGP1
Q92545	TMEM131
Q92544	TM9SF4
P0DN86	CGB5
P0DN87	CGB7
P13682	ZNF35
P0C1S8	WEE2
Q5TG30	ARHGAP40
Q5T7M9	FAM69A
Q05940	SLC18A2
A1L390	PLEKHG3
Q9H4Z3	PCIF1
P20340	RAB6A
P05412	JUN
P05413	FABP3
Q9HAV0	GNB4
Q9HAV7	GRPEL1
Q9HAV5	EDA2R
Q9HAV4	XPO5
Q8N808	SLC35G3
Q96SB8	SMC6
Q03001	DST
Q6PJF5	RHBDF2
Q96SB4	SRPK1
P01258	CALCA
Q8N806	UBR7
Q6A163	KRT39
Q6A162	KRT40
Q9H270	VPS11
Q14457	BECN1
Q8WU10	PYROXD1
Q5VZV1	METTL21C
Q8WU17	RNF139
Q14451	GRB7
P14652	HOXB2
P14653	HOXB1
Q8TEB1	DCAF11
Q8TEB7	RNF128
Q9Y3Q8	TSC22D4
Q8NEU8	APPL2
P56705	WNT4
Q8TEB9	RHBDD1
Q9Y3Q3	TMED3
Q9Y3Q0	NAALAD2
Q659C4	LARP1B
Q8N9T8	KRI1
P14778	IL1R1
Q5UE93	PIK3R6
Q5W5X9	TTC23
Q8N119	MMP21
Q6PI98	INO80C
A5PLL7	TMEM189
Q8N111	CEND1
Q6DHV5	CC2D2B
Q8NGP9	OR5AR1
Q8N112	LSMEM2
P26599	PTBP1
Q9H5X1	FAM96A
O95544	NADK
Q8ND56	LSM14A
P51589	CYP2J2
P42167	TMPO
Q99572	P2RX7
Q99571	P2RX4
Q02985	CFHR3
Q99576	TSC22D3
Q99575	POP1
Q99574	SERPINI1
A1L4K1	FSD2
Q9BQA5	HINFP
Q99578	RIT2
Q9BQA1	WDR77
Q9NSE7	ABCC13
P22061	PCMT1
Q9UHP3	USP25
Q6PL45	BRICD5
Q96S95	CAMK2N2
Q8N3K9	CMYA5
Q15293	RCN1
P86480	PRR20D
P82650	MRPS22
Q8NCJ5	SPRYD3
Q5W0V3	FAM160B1
Q9Y5G3	PCDHGB1
Q9Y5G2	PCDHGB2
Q9Y5G1	PCDHGB3
Q9Y5G0	PCDHGB5
Q9Y5G7	PCDHGA6
Q9Y5G6	PCDHGA7
Q9Y5G5	PCDHGA8
Q9Y5G4	PCDHGA9
Q9H992	MARCH7
P36507	MAP2K2
Q9Y5G9	PCDHGA4
Q9Y5G8	PCDHGA5
Q8IXI1	RHOT2
Q8IXI2	RHOT1
P19367	HK1
Q9NX52	RHBDL2
Q9NX55	HYPK
Q1L5Z9	LONRF2
Q9NX57	RAB20
Q9NX58	LYAR
Q8NHW5	RPLP0P6
Q6UXN8	CLEC9A
Q6UXN9	WDR82
Q16322	KCNA10
P07316	CRYGB
P07315	CRYGC
P07311	ACYP1
Q2M1K9	ZNF423
Q6UWJ1	TMCO3
B0FP48	UPK3BL
Q05DH4	FAM160A1
Q6UWJ8	CD164L2
Q9HC84	MUC5B
Q96S90	LYSMD1
Q8NI17	IL31RA
Q5TAQ9	DCAF8
P10620	MGST1
Q9BRA2	TXNDC17
Q9H6H4	REEP4
Q9BRA0	NAA38
Q29718	HLA-B
Q9UKP4	ADAMTS7
P22455	FGFR4
Q9UKP5	ADAMTS6
P22459	KCNA4
Q9NZG7	NINJ2
Q9BQ04	RBM4B
Q5T6V5	C9orf64
O14709	ZNF197
Q6P461	ACSM6
A6NND4	OR2AT4
P15291	B4GALT1
Q00444	HOXC5
Q96DX7	TRIM44
Q96DX4	RSPRY1
Q96DX5	ASB9
Q9UJX5	ANAPC4
Q9UJX4	ANAPC5
Q96DX8	RTP4
Q9UJX6	ANAPC2
Q9UJX0	OSGIN1
Q9UJX3	ANAPC7
Q9UJX2	CDC23
Q8NCL4	GALNT6
Q9HBT8	ZNF286A
Q5BJH7	YIF1B
Q9NR71	ASAH2
Q5BJH2	TMEM128
P45954	ACADSB
P56470	LGALS4
Q9HBT6	CDH20
Q9HBT7	ZNF287
Q8IZD9	DOCK3
Q1A5X7	WHAMMP3
Q9NUK0	MBNL3
P84085	ARF5
P58499	FAM3B
Q9P2T0	THEG
Q15475	SIX1
Q96TC7	RMDN3
Q5VIR6	VPS53
Q96KQ7	EHMT2
Q96KQ4	PPP1R13B
Q03167	TGFBR3
Q68CZ6	HAUS3
Q03164	KMT2A
Q6ZRP7	QSOX2
P13995	MTHFD2
Q9ULB1	NRXN1
P34903	GABRA3
Q9ULB5	CDH7
Q9ULB4	CDH9
Q03169	TNFAIP2
Q9Y2R2	PTPN22
Q9Y2R0	COA3
O60870	KIN
Q9UNK4	PLA2G2D
Q9Y2R5	MRPS17
Q9Y2R4	DDX52
Q5T7P3	LCE1B
Q5T7P2	LCE1A
Q9Y2R9	MRPS7
P29762	CRABP1
Q6XUX3	DSTYK
P30049	ATP5D
P30048	PRDX3
Q96B21	TMEM45B
Q8N8S7	ENAH
P30041	PRDX6
P30040	ERP29
P30043	BLVRB
P30042	C21orf33
P30044	PRDX5
P30047	GCHFR
P30046	DDT
Q96EF6	FBXO17
Q96EF0	MTMR8
P55789	GFER
Q5EG05	CARD16
P25106	ACKR3
P55786	NPEPPS
P25105	PTAFR
P25103	TACR1
Q9UMZ2	SYNRG
P25101	EDNRA
Q96LS8	C2orf48
O75607	NPM3
P08922	ROS1
Q5EB52	MEST
P40926	MDH2
P13667	PDIA4
P13196	ALAS1
P05534	HLA-A
Q86VD1	MORC1
Q9NU39	FOXD4L1
Q15007	WTAP
Q15006	EMC2
Q15005	SPCS2
O00567	NOP56
O00560	SDCBP
Q9NNZ3	DNAJC4
O00562	PITPNM1
Q9UBR4	LHX3
Q69YI7	NAIF1
Q8NE22	SETD9
Q8TB45	DEPTOR
Q15008	PSMD6
Q8N2H9	PELI3
Q9H7L9	SUDS3
O75541	ZNF821
Q8N2H3	PYROXD2
Q96S42	NODAL
Q9UM73	ALK
Q96S44	TP53RK
Q8WWZ8	OIT3
A0PK05	TMEM72
Q8NHM4	PRSS3P2
Q8NHM5	KDM2B
A0PK00	TMEM120B
Q8WWZ1	IL1F10
O15156	ZBTB7B
Q9BTW9	TBCD
P51178	PLCD1
Q9H7F0	ATP13A3
O15151	MDM4
Q8TE04	PANK1
Q8TCA0	LRRC20
Q8TE02	ELP5
P31314	TLX1
Q96R08	OR5B12
Q96R09	OR5B2
Q8N344	MIER2
Q96R05	RBP7
Q96R06	SPAG5
P0CG12	CHTF8
Q8WVB6	CHTF18
Q9Y2T7	YBX2
Q3B820	FAM161A
Q8WVB3	HEXDC
Q8NBF6	AVL9
Q9Y324	FCF1
P78424	POU6F2
Q9Y450	HBS1L
Q08116	RGS1
Q5BKZ1	ZNF326
Q9H869	YY1AP1
Q92932	PTPRN2
Q9Y2T1	AXIN2
Q92930	RAB8B
P21754	ZP3
Q9Y458	TBX22
Q9H2T7	RANBP17
Q92934	BAD
Q92935	EXTL1
Q8WXI3	ASB10
Q99909	SSX3
Q9Y2T3	GDA
Q4LDR2	CTXN3
Q9Y2T2	AP3M1
P15907	ST6GAL1
Q96AJ1	CLUAP1
Q04118	PRB3
Q5QGZ9	CLEC12A
Q96AJ9	VTI1A
Q14202	ZMYM3
Q14203	DCTN1
Q9UKA1	FBXL5
Q14201	BTG3
Q7L5A8	FA2H
Q14207	NPAT
Q14204	DYNC1H1
Q8TC90	CCER1
Q6UWU4	C6orf89
Q5VTU8	ATP5EP2
Q14209	E2F2
P31939	ATIC
Q6UWU2	GLB1L
Q7L5A3	FAM214B
P00338	LDHA
Q8IYN0	ZNF100
Q9BXH1	BBC3
Q9Y4H2	IRS2
Q8NGH3	OR2D3
Q92583	CCL17
P68036	UBE2L3
Q8NGH8	OR56A4
