"chid","chnm","casn","code","dsstox_substance_id","clib"
20296,"4-Chloroaniline hydrochloride","20265-96-7","C20265967","DTXSID4020296","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20298,"Chlorobenzene","108-90-7","C108907","DTXSID4020298","TOX21SL"
20299,"Chlorobenzilate","510-15-6","C510156","DTXSID9020299","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20300,"Chlorodibromomethane","124-48-1","C124481","DTXSID1020300","TOX21SL"
20303,"Chlormequat chloride","999-81-5","C999815","DTXSID6020303","TOX21SL"
20306,"Chloroform","67-66-3","C67663","DTXSID1020306","TOX21SL"
20307,"Chloromethyl methyl ether","107-30-2","C107302","DTXSID6020307","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20308,"2-(Chloromethyl)pyridine hydrochloride","6959-47-3","C6959473","DTXSID1020308","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20309,"3-(Chloromethyl)pyridine hydrochloride","6959-48-4","C6959484","DTXSID6020309","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20310,"Chlorfenson","80-33-1","C80331","DTXSID5020310","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20311,"Monuron","150-68-5","C150685","DTXSID0020311","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20312,"Israpafant","117279-73-9","C117279739","DTXSID5020312","TOX21SL"
20314,"Tetrasul","2227-13-6","C2227136","DTXSID5020314","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20315,"Chloropicrin","76-06-2","C76062","DTXSID0020315","TOX21SL|TOXCAST"
20319,"Chlorothalonil","1897-45-6","C1897456","DTXSID0020319","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20321,"Chlorpheniramine maleate","113-92-8","C113928","DTXSID4020321","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20322,"Chlorpropamide","94-20-2","C94202","DTXSID9020322","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20325,"Choline chloride","67-48-1","C67481","DTXSID4020325","TOX21SL"
20326,"Chromic oxide pigment","NOCAS_20326","CNOCAS20326","DTXSID9020326","TOX21SL"
20327,"Chromium(III) acetate","1066-30-4","C1066304","DTXSID4020327","TOX21SL"
20328,"Danthron","117-10-2","C117102","DTXSID9020328","TOX21SL"
20329,"Cimetidine","51481-61-9","C51481619","DTXSID4020329","TOX21SL"
20330,"Cinnamyl anthranilate","87-29-6","C87296","DTXSID3020330","TOX21SL"
20331,"Ciprofibrate","52214-84-3","C52214843","DTXSID8020331","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20332,"Citric acid","77-92-9","C77929","DTXSID3020332","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20336,"Clofibrate","637-07-0","C637070","DTXSID3020336","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20337,"Clomiphene citrate (1:1)","50-41-9","C50419","DTXSID8020337","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20340,"Cobalt sulfate heptahydrate","10026-24-1","C10026241","DTXSID7020340","TOX21SL"
20341,"Codeine","76-57-3","C76573","DTXSID2020341","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
20342,"Colcemid","477-30-5","C477305","DTXSID7020342","TOX21SL"
20344,"Tomelukast","88107-10-2","C88107102","DTXSID7020344","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20345,"Copper dimethyldithiocarbamate","137-29-1","C137291","DTXSID2020345","TOX21SL"
20347,"Coumaphos","56-72-4","C56724","DTXSID2020347","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20348,"Coumarin","91-64-5","C91645","DTXSID7020348","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20349,"4-Methoxy-2-methylaniline","102-50-1","C102501","DTXSID2020349","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20350,"2-Methoxy-5-methylaniline","120-71-8","C120718","DTXSID1020350","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20352,"Cupferron","135-20-6","C135206","DTXSID1020352","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20354,"Cyanoguanidine","461-58-5","C461585","DTXSID1020354","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20355,"Sodium cyclamate","139-05-9","C139059","DTXSID6020355","TOX21SL"
20357,"Cyclocytidine","31698-14-3","C31698143","DTXSID6020357","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20358,"beta-Cyclodextrin","7585-39-9","C7585399","DTXSID1020358","TOX21SL"
20359,"Cyclohexanone","108-94-1","C108941","DTXSID6020359","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20360,"N-Cyclohexyl-2-benzothiazolesulfenamide","95-33-0","C95330","DTXSID5020360","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20361,"Cyclohexylamine hydrochloride","4998-76-9","C4998769","DTXSID0020361","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20363,"Cyclopentanone oxime","1192-28-5","C1192285","DTXSID0020363","TOX21SL"
20365,"Cyclosporin A","59865-13-3","C59865133","DTXSID0020365","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20366,"Cyproterone acetate","427-51-0","C427510","DTXSID5020366","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20367,"l-Cysteine hydrochloride","52-89-1","C52891","DTXSID0020367","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
20368,"Cytembena","21739-91-3","C21739913","DTXSID5020368","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20369,"Dacarbazine","4342-03-4","C4342034","DTXSID0020369","TOX21SL"
20370,"Daminozide","1596-84-5","C1596845","DTXSID9020370","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20371,"Dapsone","80-08-0","C80080","DTXSID4020371","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20372,"o,p'-DDD","53-19-0","C53190","DTXSID9020372","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20373,"p,p'-DDD","72-54-8","C72548","DTXSID4020373","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20374,"p,p'-DDE","72-55-9","C72559","DTXSID9020374","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20375,"Dichlorodiphenyltrichloroethane","50-29-3","C50293","DTXSID4020375","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20376,"1,1'-Oxybis[2,3,4,5,6-pentabromobenzene]","1163-19-5","C1163195","DTXSID9020376","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20378,"Deflazacort","14484-47-0","C14484470","DTXSID9020378","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20379,"Dehydroepiandrosterone","53-43-0","C53430","DTXSID4020379","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20380,"Dehydroepiandrosterone acetate","853-23-6","C853236","DTXSID3020380","TOX21SL"
20381,"Deltamethrin","52918-63-5","C52918635","DTXSID8020381","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20383,"Deserpidine","131-01-1","C131011","DTXSID8020383","TOX21SL"
20384,"Dexamethasone","50-02-2","C50022","DTXSID3020384","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
20390,"Diacetyl hydrazine","3148-73-0","C3148730","DTXSID7020390","TOX21SL"
20391,"Diallate","2303-16-4","C2303164","DTXSID2020391","TOX21SL"
20392,"Diallyl phthalate","131-17-9","C131179","DTXSID7020392","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20398,"2,4-Diaminoanisole sulfate","39156-41-7","C39156417","DTXSID7020398","TOX21SL"
20399,"4,4'-Diaminoazobenzene","538-41-0","C538410","DTXSID2020399","TOX21SL"
20400,"4,4'-Diaminobenzanilide","785-30-8","C785308","DTXSID4020400","TOX21SL"
20401,"2,4-Diaminophenol dihydrochloride","137-09-7","C137097","DTXSID9020401","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20402,"2,4-Diaminotoluene","95-80-7","C95807","DTXSID4020402","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20406,"Diazepam","439-14-5","C439145","DTXSID4020406","TOX21SL"
20407,"Diazinon","333-41-5","C333415","DTXSID9020407","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20409,"Dibenz(a,h)anthracene","53-70-3","C53703","DTXSID9020409","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20410,"Dibenzo-p-dioxin","262-12-4","C262124","DTXSID8020410","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20413,"1,2-Dibromo-3-chloropropane","96-12-8","C96128","DTXSID3020413","TOX21SL"
20415,"1,2-Dibromoethane","106-93-4","C106934","DTXSID3020415","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20419,"Dibutyltin diacetate","1067-33-0","C1067330","DTXSID3020419","TOX21SL"
20420,"Propyzamide","23950-58-5","C23950585","DTXSID2020420","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20421,"2,3-Dichloro-p-dioxane","3883-43-0","C3883430","DTXSID7020421","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20423,"Mucochloric acid","87-56-9","C87569","DTXSID7020423","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20424,"Chloranocryl","2164-09-2","C2164092","DTXSID2020424","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20425,"Dichlone","117-80-6","C117806","DTXSID7020425","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20426,"Dicloran","99-30-9","C99309","DTXSID2020426","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20427,"2,6-Dichloro-1,4-benzenediamine","609-20-1","C609201","DTXSID7020427","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20428,"Dichloroacetic acid","79-43-6","C79436","DTXSID2020428","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20430,"1,2-Dichlorobenzene","95-50-1","C95501","DTXSID6020430","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20431,"1,4-Dichlorobenzene","106-46-7","C106467","DTXSID1020431","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20432,"3,3'-Dichlorobenzidine","91-94-1","C91941","DTXSID6020432","TOX21SL"
20433,"3,3'-Dichlorobenzidine dihydrochloride","612-83-9","C612839","DTXSID1020433","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20434,"(2E)-1,4-Dichlorobut-2-ene","110-57-6","C110576","DTXSID6020434","TOX21SL"
20437,"1,1-Dichloroethane","75-34-3","C75343","DTXSID1020437","TOX21SL"
20438,"1,2-Dichloroethane","107-06-2","C107062","DTXSID6020438","TOX21SL|TOXCAST"
20439,"2,4-Dichlorophenol","120-83-2","C120832","DTXSID1020439","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20440,"Dichlorprop","120-36-5","C120365","DTXSID0020440","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20441,"alpha-(2,5-Dichlorophenoxy)propionic acid","6965-71-5","C6965715","DTXSID5020441","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20442,"2,4-Dichlorophenoxyacetic acid","94-75-7","C94757","DTXSID0020442","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20443,"2,4-D Butyl ester","94-80-4","C94804","DTXSID5020443","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20444,"2,4-D isooctyl ester","25168-26-7","C25168267","DTXSID0020444","TOX21SL"
20445,"2,4-D isopropyl ester","94-11-1","C94111","DTXSID5020445","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20446,"Diuron","330-54-1","C330541","DTXSID0020446","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20447,"2,4-Dichlorophenyl benzenesulfonate","97-16-5","C97165","DTXSID5020447","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20448,"1,2-Dichloropropane","78-87-5","C78875","DTXSID0020448","TOX21SL"
20449,"Dichlorvos","62-73-7","C62737","DTXSID5020449","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20450,"Dicofol","115-32-2","C115322","DTXSID4020450","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20451,"N,N'-Dicyclohexylthiourea","1212-29-9","C1212299","DTXSID9020451","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20452,"Dicyclopentadiene dioxide","81-21-0","C81210","DTXSID4020452","TOX21SL"
20453,"Dieldrin","60-57-1","C60571","DTXSID9020453","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20458,"Chlorpyrifos","2921-88-2","C2921882","DTXSID4020458","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20459,"Diethylacetamide","685-91-6","C685916","DTXSID9020459","TOX21SL"
20462,"Diethylene glycol","111-46-6","C111466","DTXSID8020462","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20463,"Diethylformamide","617-84-5","C617845","DTXSID3020463","TOX21SL"
20464,"Diethyl maleate","141-05-9","C141059","DTXSID8020464","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20465,"Diethylstilbestrol","56-53-1","C56531","DTXSID3020465","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20466,"N,N'-Diethylthiourea","105-55-5","C105555","DTXSID8020466","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20468,"1,2-Diformylhydrazine","628-36-4","C628364","DTXSID8020468","TOX21SL"
20469,"Diftalone","21626-89-1","C21626891","DTXSID3020469","TOX21SL"
20470,"Diglycidyl resorcinol ether","101-90-6","C101906","DTXSID2020470","TOX21SL"
20474,"3,4-Dihydrocoumarin","119-84-6","C119846","DTXSID2020474","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
20478,"Dimethadione","695-53-4","C695534","DTXSID2020478","TOX21SL"
20479,"Dimethoate","60-51-5","C60515","DTXSID7020479","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20480,"Dimethoxane","828-00-2","C828002","DTXSID6020480","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20483,"2,4-Dimethoxyaniline hydrochloride","54150-69-5","C54150695","DTXSID1020483","TOX21SL"
20484,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate","91-93-0","C91930","DTXSID6020484","TOX21SL"
20485,"3,3'-Dimethoxybenzidine dihydrochloride","20325-40-0","C20325400","DTXSID1020485","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20491,"4-(Dimethylamino)azobenzene","60-11-7","C60117","DTXSID5020491","TOX21SL"
20493,"Dimethyl hydrogen phosphite","868-85-9","C868859","DTXSID5020493","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20494,"Dimethyl methylphosphonate","756-79-6","C756796","DTXSID0020494","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20497,"1,2-Dimethyl-5-nitroimidazole","551-92-8","C551928","DTXSID5020497","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20498,"Dimethyl terephthalate","120-61-6","C120616","DTXSID0020498","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20499,"N,N-Dimethylacetamide","127-19-5","C127195","DTXSID5020499","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20501,"Methadone hydrochloride","1095-90-5","C1095905","DTXSID2020501","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20504,"4-Dimethylaminoantipyrine","58-15-1","C58151","DTXSID7020504","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20505,"Dimethylaminoethanol","108-01-0","C108010","DTXSID2020505","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20507,"N,N-Dimethylaniline","121-69-7","C121697","DTXSID2020507","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20508,"Dimethylarsinic acid","75-60-5","C75605","DTXSID7020508","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20509,"5,5-Dimethylbarbituric acid","24448-94-0","C24448940","DTXSID2020509","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20510,"7,12-Dimethylbenz(a)anthracene","57-97-6","C57976","DTXSID1020510","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20511,"3,3'-Dimethylbenzidine dihydrochloride","612-82-8","C612828","DTXSID6020511","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20512,"Dimethylcarbamoyl chloride","79-44-7","C79447","DTXSID1020512","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20513,"Dimethyldithiocarbamic acid, dimethylamine","598-64-1","C598641","DTXSID6020513","TOX21SL"
20515,"N,N-Dimethylformamide","68-12-2","C68122","DTXSID6020515","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII"
20516,"1,1-Dimethylhydrazine","57-14-7","C57147","DTXSID1020516","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20517,"1,2-Dimethylhydrazine dihydrochloride","306-37-6","C306376","DTXSID6020517","TOX21SL"
20520,"2,2-Dimethylvinyl chloride","513-37-1","C513371","DTXSID5020520","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20523,"2,4-Dinitrophenol","51-28-5","C51285","DTXSID0020523","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20527,"Dinitrosopiperazine","140-79-4","C140794","DTXSID0020527","TOX21SL"
20528,"2,6-Dinitrotoluene","606-20-2","C606202","DTXSID5020528","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20529,"2,4-Dinitrotoluene","121-14-2","C121142","DTXSID0020529","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20533,"1,4-Dioxane","123-91-1","C123911","DTXSID4020533","TOX21SL"
20535,"Bis(1-piperidinylthioxomethyl)hexasulfide","971-15-3","C971153","DTXSID4020535","TOX21SL"
20537,"Diphenhydramine hydrochloride","147-24-0","C147240","DTXSID4020537","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20538,"N,N'-Diphenyl-p-phenylenediamine","74-31-7","C74317","DTXSID9020538","TOX21SL"
20539,"Diphenylacetonitrile","86-29-3","C86293","DTXSID4020539","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20540,"Diphenylcarbonate","102-09-0","C102090","DTXSID3020540","TOX21SL"
20541,"5,5-Diphenylhydantoin","57-41-0","C57410","DTXSID8020541","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20543,"Dipyrone","68-89-3","C68893","DTXSID8020543","TOX21SL"
20545,"2,5-Dithiobiurea","142-46-1","C142461","DTXSID8020545","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20546,"Dithiooxamide","79-40-3","C79403","DTXSID3020546","TOX21SL"
20548,"Dodine","2439-10-3","C2439103","DTXSID3020548","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
20550,"Dopamine hydrochloride","62-31-7","C62317","DTXSID7020550","TOX21SL"
20552,"Doxylamine succinate","562-10-7","C562107","DTXSID7020552","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20557,"Ellagic acid","476-66-4","C476664","DTXSID2020557","TOX21SL"
20558,"Emetine dihydrochloride","316-42-7","C316427","DTXSID7020558","TOX21SL"
20560,"Endosulfan","115-29-7","C115297","DTXSID1020560","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20561,"Endrin","72-20-8","C72208","DTXSID6020561","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20562,"Enflurane","13838-16-9","C13838169","DTXSID1020562","TOX21SL"
20566,"Epichlorohydrin","106-89-8","C106898","DTXSID1020566","TOX21SL"
20569,"1,2-Epoxybutane","106-88-7","C106887","DTXSID6020569","TOX21SL|TOXCAST"
20570,"Sodium erythorbate (1:1)","6381-77-7","C6381777","DTXSID5020570","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20572,"Estazolam","29975-16-4","C29975164","DTXSID5020572","TOX21SL"
20573,"17beta-Estradiol","50-28-2","C50282","DTXSID0020573","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20575,"Estragole","140-67-0","C140670","DTXSID0020575","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20576,"17alpha-Ethinylestradiol","57-63-6","C57636","DTXSID5020576","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
20577,"Ethionamide","536-33-4","C536334","DTXSID0020577","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
20580,"Dulcin","150-69-6","C150696","DTXSID9020580","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
