Chemical	Term	GOID	Bonferroni
C26225796	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.6731971713136766e-35
C26225796	positive regulation of transcription, DNA-templated	GO:0045893	5.835493884206351e-22
C26225796	cytokine-mediated signaling pathway	GO:0019221	3.564195052689098e-20
C26225796	transcription from RNA polymerase II promoter	GO:0006366	4.811035085279044e-19
C26225796	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	3.012299751922148e-18
C26225796	regulation of transcription from RNA polymerase II promoter	GO:0006357	2.3953328429943267e-16
C26225796	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.093082546951547e-16
C26225796	JAK-STAT cascade	GO:0007259	1.582020708447175e-15
C26225796	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	1.5755932854331868e-14
C26225796	positive regulation of gene expression	GO:0010628	3.8046041644337825e-14
C26225796	protein phosphorylation	GO:0006468	2.6469937353112982e-12
C26225796	negative regulation of cell proliferation	GO:0008285	1.0573110942324604e-08
C26225796	interleukin-6-mediated signaling pathway	GO:0070102	5.2563593033738705e-08
C26225796	negative regulation of apoptotic process	GO:0043066	9.461454686388038e-08
C26225796	regulation of transcription, DNA-templated	GO:0006355	2.2582335823528863e-07
C26225796	negative regulation of transcription, DNA-templated	GO:0045892	5.526361451790862e-07
C26225796	intracellular signal transduction	GO:0035556	7.173120366577024e-07
C26225796	inflammatory response	GO:0006954	1.8354761015526573e-06
C26225796	transforming growth factor beta receptor signaling pathway	GO:0007179	2.244763211867173e-06
C26225796	cellular response to insulin stimulus	GO:0032869	4.442897651557587e-06
C26225796	interferon-gamma-mediated signaling pathway	GO:0060333	5.007207377394352e-06
C26225796	negative regulation of gene expression	GO:0010629	5.979982414805463e-06
C26225796	cellular response to angiotensin	GO:1904385	1.6803647258645252e-05
C26225796	peptidyl-tyrosine phosphorylation	GO:0018108	4.8681306174636056e-05
C26225796	cellular response to tumor necrosis factor	GO:0071356	5.8317645394212476e-05
C26225796	positive regulation of tyrosine phosphorylation of STAT protein	GO:0042531	6.822314237597826e-05
C26225796	regulation of cell cycle	GO:0051726	8.038447820424288e-05
C26225796	positive regulation of cell proliferation	GO:0008284	9.178978049351194e-05
C26225796	positive regulation of cell migration	GO:0030335	9.280777615738868e-05
C26225796	positive regulation of protein import into nucleus	GO:0042307	9.552022539793814e-05
C26225796	signal transduction	GO:0007165	0.00015642856735931246
C26225796	protein autophosphorylation	GO:0046777	0.0003877406813543871
C26225796	peptidyl-serine phosphorylation	GO:0018105	0.0003877406813543871
C26225796	regulation of apoptotic process	GO:0042981	0.00039102177351779677
C26225796	positive regulation of cell differentiation	GO:0045597	0.0008119523960699037
C26225796	positive regulation of telomerase activity	GO:0051973	0.0010000248231517572
C26225796	positive regulation of erythrocyte differentiation	GO:0045648	0.0010000248231517572
C26225796	in utero embryonic development	GO:0001701	0.0015161006849082614
C26225796	apoptotic process	GO:0006915	0.0018848184215494168
C26225796	transcription, DNA-templated	GO:0006351	0.001981633921654957
C26225796	regulation of cell proliferation	GO:0042127	0.0021051812955673603
C26225796	response to drug	GO:0042493	0.00242196585228871
C26225796	cellular response to hydrogen peroxide	GO:0070301	0.0025756660977908075
C26225796	rhythmic process	GO:0048511	0.003257880917372891
C26225796	cellular response to estrogen stimulus	GO:0071391	0.004941657220548956
C26225796	cellular response to epidermal growth factor stimulus	GO:0071364	0.0058250572073166315
C26225796	cellular response to virus	GO:0098586	0.0062332327473989535
C26225796	SMAD protein complex assembly	GO:0007183	0.006580655639668587
C26225796	positive regulation of blood vessel endothelial cell migration	GO:0043536	0.007149196404927394
C26225796	response to cytokine	GO:0034097	0.007893683032887289
C26225796	erythrocyte differentiation	GO:0030218	0.009563141219650295
C584792	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	6.382268424141351e-28
C584792	positive regulation of transcription, DNA-templated	GO:0045893	4.361426597560296e-20
C584792	positive regulation of gene expression	GO:0010628	1.7150281195199568e-11
C584792	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.756295192085645e-11
C584792	regulation of cell cycle	GO:0051726	5.2471693656741536e-11
C584792	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.3801892961851078e-10
C584792	negative regulation of transcription, DNA-templated	GO:0045892	1.8503928389534965e-09
C584792	response to drug	GO:0042493	2.1096887570237755e-09
C584792	regulation of transcription from RNA polymerase II promoter	GO:0006357	6.690855536284346e-09
C584792	protein phosphorylation	GO:0006468	8.518687222291987e-08
C584792	peptidyl-serine phosphorylation	GO:0018105	1.9435207188056578e-07
C584792	apoptotic process	GO:0006915	2.263671483593299e-07
C584792	rhythmic process	GO:0048511	2.8120025852285124e-07
C584792	regulation of apoptotic process	GO:0042981	3.583032022191901e-07
C584792	transcription from RNA polymerase II promoter	GO:0006366	4.3952465567098637e-07
C584792	cellular response to UV	GO:0034644	9.097415608616543e-07
C584792	cellular response to xenobiotic stimulus	GO:0071466	2.020971373917213e-06
C584792	regulation of transcription, DNA-templated	GO:0006355	3.4176195108370773e-06
C584792	cell cycle	GO:0007049	5.568193252036835e-06
C584792	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	1.526450930433576e-05
C584792	cellular response to DNA damage stimulus	GO:0006974	2.5204944045453808e-05
C584792	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.00012307945018441568
C584792	cellular response to insulin stimulus	GO:0032869	0.00012725586373207864
C584792	protein destabilization	GO:0031648	0.00039846456604730735
C584792	negative regulation of cell growth	GO:0030308	0.0004433348786875291
C584792	negative regulation of apoptotic process	GO:0043066	0.0006392256039569054
C584792	regulation of protein stability	GO:0031647	0.0007333573832820628
C584792	histone acetylation	GO:0016573	0.0007733062471813046
C584792	negative regulation of gene expression	GO:0010629	0.0008814723365281331
C584792	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0012888294356194765
C584792	regulation of circadian rhythm	GO:0042752	0.0016806074720725483
C584792	cellular response to drug	GO:0035690	0.001838417986589902
C584792	negative regulation of neuron apoptotic process	GO:0043524	0.002314580647024944
C584792	positive regulation by host of viral transcription	GO:0043923	0.00237499306553568
C584792	protein stabilization	GO:0050821	0.002744665468775498
C584792	DNA repair	GO:0006281	0.0037113081731078297
C584792	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.003898858295322327
C584792	positive regulation of protein ubiquitination	GO:0031398	0.0045224726926572645
C584792	negative regulation of cell proliferation	GO:0008285	0.005854893626129787
C584792	cellular response to estrogen stimulus	GO:0071391	0.005871809301737474
C584792	response to xenobiotic stimulus	GO:0009410	0.005999653661166615
C19774824	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.8557578126647042e-30
C19774824	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	9.886860941833883e-19
C19774824	positive regulation of transcription, DNA-templated	GO:0045893	1.908582313916108e-16
C19774824	negative regulation of apoptotic process	GO:0043066	7.344125307895412e-13
C19774824	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.833020213393155e-08
C19774824	response to drug	GO:0042493	3.361185774153341e-08
C19774824	rhythmic process	GO:0048511	5.407944447810564e-08
C19774824	positive regulation of protein phosphorylation	GO:0001934	5.4985954234254564e-08
C19774824	transcription from RNA polymerase II promoter	GO:0006366	3.576652034542605e-07
C19774824	positive regulation of gene expression	GO:0010628	4.4316547609390966e-07
C19774824	canonical Wnt signaling pathway	GO:0060070	6.234590049780665e-07
C19774824	transforming growth factor beta receptor signaling pathway	GO:0007179	8.428660566162094e-07
C19774824	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	4.276659853141851e-06
C19774824	protein phosphorylation	GO:0006468	1.222640013343046e-05
C19774824	intracellular signal transduction	GO:0035556	1.932341860599873e-05
C19774824	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.946211290637656e-05
C19774824	cellular response to hypoxia	GO:0071456	2.554556696532373e-05
C19774824	cellular response to hydrogen peroxide	GO:0070301	2.5564961080859486e-05
C19774824	interleukin-6-mediated signaling pathway	GO:0070102	2.641177303597253e-05
C19774824	negative regulation of transcription, DNA-templated	GO:0045892	0.00012957987715545016
C19774824	protein stabilization	GO:0050821	0.00014970771111699754
C19774824	negative regulation of cell proliferation	GO:0008285	0.00018699963211232795
C19774824	apoptotic process	GO:0006915	0.00019016070633504079
C19774824	SMAD protein signal transduction	GO:0060395	0.0002242037810229469
C19774824	aging	GO:0007568	0.00048121364724995613
C19774824	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	GO:1901522	0.0004985305204984192
C19774824	negative regulation of gene expression	GO:0010629	0.0007365045085233612
C19774824	in utero embryonic development	GO:0001701	0.001135174207315126
C19774824	positive regulation of apoptotic process	GO:0043065	0.0012450287167949936
C19774824	protein destabilization	GO:0031648	0.0012571236124462315
C19774824	BMP signaling pathway	GO:0030509	0.001829291952647916
C19774824	cellular response to gamma radiation	GO:0071480	0.0020687385893213284
C19774824	response to xenobiotic stimulus	GO:0009410	0.0034700358532334663
C19774824	regulation of circadian rhythm	GO:0042752	0.00523958952362169
C19774824	negative regulation of protein complex assembly	GO:0031333	0.0067380475646260365
C19774824	macromolecular complex assembly	GO:0065003	0.006795022260075112
C19774824	regulation of cell cycle	GO:0051726	0.006906616145233913
C19774824	signal transduction	GO:0007165	0.007906288346919421
C19774824	cellular response to cadmium ion	GO:0071276	0.00868044416816105
C19774824	positive regulation of cell proliferation	GO:0008284	0.00932772141670324
C19774824	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.009459516938352895
C178928706	positive regulation of transcription, DNA-templated	GO:0045893	2.168708774980617e-25
C178928706	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.0605274636311218e-21
C178928706	regulation of cell cycle	GO:0051726	3.742592178444566e-16
C178928706	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.3626428619964224e-15
C178928706	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	7.509992627774409e-12
C178928706	positive regulation of gene expression	GO:0010628	1.5437207068202952e-11
C178928706	rhythmic process	GO:0048511	7.351448338965838e-10
C178928706	negative regulation of cell proliferation	GO:0008285	1.4600677333831413e-09
C178928706	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.4461449371339086e-07
C178928706	apoptotic process	GO:0006915	1.8683733415958415e-07
C178928706	regulation of apoptotic process	GO:0042981	1.293541155078515e-06
C178928706	negative regulation of transforming growth factor beta receptor signaling pathway	GO:0030512	7.490399389853407e-06
C178928706	cellular response to DNA damage stimulus	GO:0006974	8.053089352477727e-06
C178928706	response to drug	GO:0042493	1.4486082001941016e-05
C178928706	transcription from RNA polymerase II promoter	GO:0006366	1.8078443951075048e-05
C178928706	regulation of transcription, DNA-templated	GO:0006355	2.484809438130231e-05
C178928706	cellular senescence	GO:0090398	3.282179137908958e-05
C178928706	negative regulation of transcription, DNA-templated	GO:0045892	4.155383966353288e-05
C178928706	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	4.468107693533785e-05
C178928706	negative regulation of apoptotic process	GO:0043066	5.7875435611087767e-05
C178928706	cellular response to UV	GO:0034644	6.182137525734266e-05
C178928706	negative regulation of cell growth	GO:0030308	6.612376538950304e-05
C178928706	protein polyubiquitination	GO:0000209	7.241000215107983e-05
C178928706	peptidyl-serine phosphorylation	GO:0018105	0.00011698265319126655
C178928706	transforming growth factor beta receptor signaling pathway	GO:0007179	0.00015567917068726178
C178928706	cellular response to cadmium ion	GO:0071276	0.00017024555995037716
C178928706	peptidyl-threonine phosphorylation	GO:0018107	0.0002283487800189832
C178928706	positive regulation of stem cell population maintenance	GO:1902459	0.00030294931795560315
C178928706	negative regulation of gene expression	GO:0010629	0.0003095664441623569
C178928706	positive regulation of apoptotic process	GO:0043065	0.0005261903061208884
